,Date,Close,Predicted
0,2019-03-27,18.322001,17.7707
1,2019-03-28,18.574667,18.269053
2,2019-03-29,18.657333,18.509678
3,2019-04-01,19.278667,18.5754
4,2019-04-02,19.058666,19.157415
5,2019-04-03,19.454,18.999708
6,2019-04-04,17.851999,19.361317
7,2019-04-05,18.330667,17.882113
8,2019-04-08,18.213333,18.229078
9,2019-04-09,18.153999,18.20679
10,2019-04-10,18.403999,18.134615
11,2019-04-11,17.894667,18.333687
12,2019-04-12,17.846666,17.873384
13,2019-04-15,17.758667,17.763397
14,2019-04-16,18.224001,17.709904
15,2019-04-17,18.082001,18.164242
16,2019-04-18,18.217333,18.037237
17,2019-04-22,17.516666,18.143335
18,2019-04-23,17.593332,17.482222
19,2019-04-24,17.243999,17.515757
20,2019-04-25,16.508667,17.221233
21,2019-04-26,15.676,16.503815
22,2019-04-29,16.098,15.662529
23,2019-04-30,15.912667,16.035477
24,2019-05-01,15.600667,15.899832
25,2019-05-02,16.273333,15.558714
26,2019-05-03,17.002001,16.166887
27,2019-05-06,17.022667,16.903513
28,2019-05-07,16.470667,16.934494
29,2019-05-08,16.322666,16.396683
30,2019-05-09,16.132,16.236404
31,2019-05-10,15.968,16.074415
32,2019-05-13,15.134,15.930826
33,2019-05-14,15.487333,15.1327915
34,2019-05-15,15.463333,15.403092
35,2019-05-16,15.222,15.416766
36,2019-05-17,14.068667,15.170073
37,2019-05-20,13.690667,14.048313
38,2019-05-21,13.672,13.629555
39,2019-05-22,12.848667,13.622758
40,2019-05-23,13.032667,12.8575115
41,2019-05-24,12.708667,12.958537
42,2019-05-28,12.58,12.6698475
43,2019-05-29,12.657333,12.501083
44,2019-05-30,12.548,12.566281
45,2019-05-31,12.344,12.484529
46,2019-06-03,11.931333,12.258935
47,2019-06-04,12.906667,11.862409
48,2019-06-05,13.106,12.772458
49,2019-06-06,13.73,13.028771
50,2019-06-07,13.633333,13.594664
51,2019-06-10,14.192,13.525249
52,2019-06-11,14.473333,14.041817
53,2019-06-12,13.950667,14.354606
54,2019-06-13,14.260667,13.888114
55,2019-06-14,14.328,14.14074
56,2019-06-17,15.002,14.253345
57,2019-06-18,14.982667,14.8882065
58,2019-06-19,15.095333,14.9038515
59,2019-06-20,14.641333,14.992985
60,2019-06-21,14.790667,14.559158
61,2019-06-24,14.909333,14.692226
62,2019-06-25,14.650667,14.840264
63,2019-06-26,14.618,14.600775
64,2019-06-27,14.856,14.536055
65,2019-06-28,14.897333,14.767293
66,2019-07-01,15.144667,14.820619
67,2019-07-02,14.97,15.0475025
68,2019-07-03,15.66,14.900735
69,2019-07-05,15.54,15.531354
70,2019-07-08,15.356,15.47091
71,2019-07-09,15.337333,15.274065
72,2019-07-10,15.928,15.247562
73,2019-07-11,15.906667,15.829094
74,2019-07-12,16.338667,15.841837
75,2019-07-15,16.9,16.232471
76,2019-07-16,16.825333,16.79048
77,2019-07-17,16.990667,16.740423
78,2019-07-18,16.902666,16.880592
79,2019-07-19,17.212,16.83269
80,2019-07-22,17.045334,17.122826
81,2019-07-23,17.344667,16.989286
82,2019-07-24,17.658667,17.263025
83,2019-07-25,15.254667,17.576439
84,2019-07-26,15.202667,15.308582
85,2019-07-29,15.718,15.098666
86,2019-07-30,16.150667,15.689071
87,2019-07-31,16.107332,16.12835
88,2019-08-01,15.59,16.04407
89,2019-08-02,15.622667,15.530829
90,2019-08-05,15.221333,15.5006275
91,2019-08-06,15.383333,15.168573
92,2019-08-07,15.561333,15.329433
93,2019-08-08,15.886667,15.502448
94,2019-08-09,15.667333,15.80337
95,2019-08-12,15.267333,15.591024
96,2019-08-13,15.666667,15.195023
97,2019-08-14,14.641333,15.562243
98,2019-08-15,14.376,14.639019
99,2019-08-16,14.662667,14.309053
100,2019-08-19,15.122,14.596603
101,2019-08-20,15.057333,15.056565
102,2019-08-21,14.722,14.9832535
103,2019-08-22,14.81,14.647512
104,2019-08-23,14.093333,14.703922
105,2019-08-26,14.333333,14.0506315
106,2019-08-27,14.272,14.248655
107,2019-08-28,14.372667,14.228112
108,2019-08-29,14.780667,14.29925
109,2019-08-30,15.040667,14.672581
110,2019-09-03,15.000667,14.949678
111,2019-09-04,14.712,14.903125
112,2019-09-05,15.305333,14.626492
113,2019-09-06,15.163333,15.188834
114,2019-09-09,15.452667,15.104888
115,2019-09-10,15.702667,15.353938
116,2019-09-11,16.473333,15.610343
117,2019-09-12,16.391333,16.35114
118,2019-09-13,16.346666,16.307104
119,2019-09-16,16.187332,16.249607
120,2019-09-17,16.319332,16.105062
121,2019-09-18,16.232668,16.237825
122,2019-09-19,16.440001,16.177565
123,2019-09-20,16.041332,16.368248
124,2019-09-23,16.082001,15.995173
125,2019-09-24,14.880667,15.9963455
126,2019-09-25,15.246667,14.877147
127,2019-09-26,16.170668,15.154297
128,2019-09-27,16.142,16.0919
129,2019-09-30,16.058001,16.103285
130,2019-10-01,16.312668,15.954686
131,2019-10-02,16.208668,16.200352
132,2019-10-03,15.535333,16.128687
133,2019-10-04,15.428667,15.487897
134,2019-10-07,15.848,15.372452
135,2019-10-08,16.003332,15.777425
136,2019-10-09,16.302,15.942247
137,2019-10-10,16.316,16.213058
138,2019-10-11,16.525999,16.232645
139,2019-10-14,17.130667,16.417824
140,2019-10-15,17.192667,17.016304
141,2019-10-16,17.316668,17.125334
142,2019-10-17,17.464666,17.222395
143,2019-10-18,17.129999,17.37411
144,2019-10-21,16.9,17.074053
145,2019-10-22,17.038668,16.834589
146,2019-10-23,16.978666,16.978088
147,2019-10-24,19.978666,16.935598
148,2019-10-25,21.875334,19.76372
149,2019-10-28,21.847334,21.752848
150,2019-10-29,21.081333,21.721905
151,2019-10-30,21.000668,20.928602
152,2019-10-31,20.994667,20.888695
153,2019-11-01,20.887333,20.960722
154,2019-11-04,21.164667,20.909384
155,2019-11-05,21.148001,21.157595
156,2019-11-06,21.771999,21.113125
157,2019-11-07,22.369333,21.678122
158,2019-11-08,22.476,22.298851
159,2019-11-11,23.006001,22.426596
160,2019-11-12,23.328667,22.911825
161,2019-11-13,23.073999,23.268444
162,2019-11-14,23.290001,23.041014
163,2019-11-15,23.478001,23.231504
164,2019-11-18,23.332666,23.453688
165,2019-11-19,23.968,23.318111
166,2019-11-20,23.481333,23.907112
167,2019-11-21,23.655333,23.49778
168,2019-11-22,22.202667,23.60152
169,2019-11-25,22.422667,22.256649
170,2019-11-26,21.927999,22.385883
171,2019-11-27,22.086,21.972006
172,2019-11-29,21.996,22.088686
173,2019-12-02,22.324667,21.99201
174,2019-12-03,22.413334,22.287931
175,2019-12-04,22.202,22.370953
176,2019-12-05,22.024668,22.173279
177,2019-12-06,22.392668,21.994387
178,2019-12-09,22.635332,22.344057
179,2019-12-10,23.256001,22.610487
180,2019-12-11,23.513332,23.197226
181,2019-12-12,23.978666,23.468353
182,2019-12-13,23.892668,23.903097
183,2019-12-16,25.433332,23.84968
184,2019-12-17,25.266001,25.316416
185,2019-12-18,26.209999,25.2688
186,2019-12-19,26.936001,26.110106
187,2019-12-20,27.039333,26.871824
188,2019-12-23,27.948,27.01239
189,2019-12-24,28.35,27.857866
190,2019-12-26,28.729334,28.338045
191,2019-12-27,28.691999,28.698795
192,2019-12-30,27.646667,28.680813
193,2019-12-31,27.888666,27.706587
194,2020-01-02,28.684,27.873787
195,2020-01-03,29.534,28.707829
196,2020-01-06,30.102667,29.55546
197,2020-01-07,31.270666,30.09051
198,2020-01-08,32.809334,31.20633
199,2020-01-09,32.089333,32.72718
200,2020-01-10,31.876667,32.13185
201,2020-01-13,34.990665,31.866829
202,2020-01-14,35.861332,34.882057
203,2020-01-15,34.566666,35.94784
204,2020-01-16,34.232666,34.647224
205,2020-01-17,34.033333,34.234303
206,2020-01-21,36.48,34.116634
207,2020-01-22,37.970669,36.46917
208,2020-01-23,38.146667,38.09041
209,2020-01-24,37.654667,38.229702
210,2020-01-27,37.201332,37.660614
211,2020-01-28,37.793331,37.265606
212,2020-01-29,38.732666,37.883533
213,2020-01-30,42.720669,38.877922
214,2020-01-31,43.371334,42.709515
215,2020-02-03,52.0,43.501534
216,2020-02-04,59.137333,51.6354
217,2020-02-05,48.98,59.02639
218,2020-02-06,49.930668,49.563736
219,2020-02-07,49.871334,49.6328
220,2020-02-10,51.418667,50.31624
221,2020-02-11,51.625332,51.884457
222,2020-02-12,51.152668,52.08532
223,2020-02-13,53.599998,51.615665
224,2020-02-14,53.335335,53.63551
225,2020-02-18,57.226665,53.66758
226,2020-02-19,61.161331,57.41486
227,2020-02-20,59.960667,61.388367
228,2020-02-21,60.066666,60.388687
229,2020-02-24,55.585999,60.26183
230,2020-02-25,53.327332,56.18927
231,2020-02-26,51.919998,53.833557
232,2020-02-27,45.266666,52.55651
233,2020-02-28,44.532665,46.239334
234,2020-03-02,49.574669,44.989357
235,2020-03-03,49.700668,49.926697
236,2020-03-04,49.966667,50.2763
237,2020-03-05,48.302666,50.163242
238,2020-03-06,46.898666,48.586044
239,2020-03-09,40.533333,47.134644
240,2020-03-10,43.021999,41.11122
241,2020-03-11,42.282001,43.275314
